用户名,推荐,游戏时长,评论
who,Recommended,166.9 hrs on record (133.7 hrs at review time),重走西游
白给,Recommended,67.1 hrs on record (55.7 hrs at review time),好玩的
转身离开,Recommended,144.2 hrs on record (139.1 hrs at review time),每一个中国人都曾经幻想能成为齐天大圣，感谢游戏科学圆了我的大圣梦，期待dlc期待新作，加油游科。
875477205,Recommended,69.6 hrs on record (31.2 hrs at review time),建模太好看了
沐涴清,Recommended,49.5 hrs on record (31.0 hrs at review time),非常非常好玩
1872890125,Recommended,96.3 hrs on record (56.8 hrs at review time),好玩
haimingzhang,Recommended,53.6 hrs on record (52.7 hrs at review time),好
VASIFATE,Recommended,54.5 hrs on record,好玩
Goke,Recommended,20.3 hrs on record,很好
广东周星星,Recommended,56.1 hrs on record (42.6 hrs at review time),无敌
嘻嘻不嘻嘻,Recommended,54.6 hrs on record (50.6 hrs at review time),牛逼
Yennefer,Recommended,77.4 hrs on record (60.1 hrs at review time),好玩，爱玩
Knight,Not Recommended,80.9 hrs on record,不推荐，送给杨奇。
游戏领域大神,Recommended,73.8 hrs on record (73.6 hrs at review time),萍萍使我的丁丁砰砰
不说话的疯子,Recommended,50.6 hrs on record (17.6 hrs at review time),可玩性很高
空悲切,Recommended,4.4 hrs on record (4.2 hrs at review time),牛逼
AIALAA,Recommended,154.0 hrs on record (152.1 hrs at review time),gooood
大香蕉,Recommended,12.0 hrs on record (10.1 hrs at review time),6666
li3cheng2kun1,Recommended,514.3 hrs on record (380.8 hrs at review time),场景多样，画面精美 ，内容饱满，战斗精彩。
yuanmufsdtcy,Not Recommended,47.1 hrs on record (15.1 hrs at review time),先礼后兵，猴哥砸开了国产单机大门的情怀是很加分，也感谢工作人员实景勘察录制还原地貌的辛苦，竹叶草植岩石等材质也很精细，小怪的种类和形象也有用心设计，但 作为游戏 就个人游玩体验而言 很差，逆天光照体验，我不知道昧着良心吹黑猴画面好的那群人是怎么想的，我用了5个小时疯狂启动关闭游戏试mod 试图把那司马光照效果改善一点 因为这很伤害我的眼睛 但成效近无 我的显卡是5070ti 因此我不认为是配置不够造成的 有人可能会说了“啊你不会把阴影调到低吗”啊是是 你自己看一下没有阴影画面能看吗 阴影 全局光照 光追 我全都尝试过 没用 阴影还是疯狂闪烁试图撕裂我的视角膜 你不走过去就是一团糊 走过去了身边一圈才有树叶的倒影 而阳光照到的地方 更是不瞎你眼不罢休 还有为什么不能把天空做得好看一点 微光从天上透下来？而是非要用献祭双亲的逆天光 连一些老游戏都可以 做光照的 你真应该给全体同仁全国民众磕一个 什么时候出补丁 什么时候改回来，还有 2025年了 连自定义手柄键位都懒得做吗？玩家花完时间学习怎么映射 结果steam手柄跟黑神话冲突 我定的键位跟游戏键位疯狂抢权限 哈哈哈哈 逆天 服装幻化这些老生常谈的 也没有 哎
Qw1kola,Recommended,11.7 hrs on record (7.0 hrs at review time),支持国产
Ωmegɑ,Recommended,60.4 hrs on record,除了空气墙，哪哪都好
侯元正,Recommended,49.3 hrs on record (39.1 hrs at review time),以东方神话为背景，将西游记的经典故事与中国传统文化元素完美融合，创造出一个既熟悉又焕然一新的奇幻世界，在酣畅淋漓的战斗中感受到浓厚的东方美学与神话底蕴。
一百七十多斤的猪,Not Recommended,1.8 hrs on record,不好玩！不要听风就是雨。
李晨,Not Recommended,76.1 hrs on record (64.5 hrs at review time),我测试二郎神的梦。花果山地图设计真是嫌妈太多了
loudandclear,Recommended,17.1 hrs on record (11.4 hrs at review time),刷到21级终于打过大头了!
Cyan,Recommended,43.7 hrs on record (19.4 hrs at review time),好玩
tony,Recommended,118.1 hrs on record (64.9 hrs at review time),很喜欢，很好玩，很牛逼
想当好人真难,Recommended,12.6 hrs on record (10.4 hrs at review time),耗玩
龙泽华宇,Recommended,14.2 hrs on record (5.9 hrs at review time),good
咳咳喵,Recommended,77.0 hrs on record (11.5 hrs at review time),手残党呜呜呜呜。
1910609405,Recommended,370.9 hrs on record (275.3 hrs at review time),666
咸鱼爱吃火锅,Recommended,177.7 hrs on record (6.8 hrs at review time),总之就是牛！
银骸,Recommended,69.4 hrs on record (9.9 hrs at review time),很棒！！绝对值得！
疯灬浪子,Not Recommended,0.1 hrs on record,除了视觉效果，游戏体验像赤石，学什么不好，学黑魂的没地图和弱指引，看攻略找路跟不看攻略完全两个游戏。连个小地图，指南针都不给，祝游客和猴粉们出门不看导航到处撞空气墙，再记路走路，增加沉浸感。
Fans要自律,Recommended,42.4 hrs on record (33.0 hrs at review time),西游的魅力
F小姐说得对,Recommended,48.9 hrs on record (44.7 hrs at review time),Boss设计独一档。
3993910,Recommended,295.1 hrs on record (205.2 hrs at review time),就是喜欢
MD打酱油,Recommended,46.3 hrs on record (20.8 hrs at review time),强烈推荐
16月6日 晴🌤,Recommended,312.7 hrs on record (312.5 hrs at review time),好！好！好!
DR.南說,Recommended,89.1 hrs on record (78.9 hrs at review time),好玩
六分仪,Recommended,27.5 hrs on record (13.1 hrs at review time),hoawan
白给非我所愿,Recommended,60.9 hrs on record (34.5 hrs at review time),非常好玩
YEly,Recommended,303.1 hrs on record (301.5 hrs at review time),玩过最好玩的3A游戏！
fuzhou20010924,Recommended,119.9 hrs on record (114.4 hrs at review time),喜欢
3356722414,Recommended,52.2 hrs on record (25.2 hrs at review time),不必多言
Homie^,Recommended,50.8 hrs on record,丶
389630303,Recommended,81.9 hrs on record (12.9 hrs at review time),画面好
921 李鸿潇,Recommended,63.9 hrs on record,国产之光 把我的电子ED都治好了，神中神
xingzhe,Recommended,59.8 hrs on record (12.3 hrs at review time),中国3A扛鼎之作，画面牛B，剧情牛B，打斗牛B！！！！
一般,Recommended,173.0 hrs on record,我滴国产之光呀！🤩爱了爱了
RED-WATERONE,Recommended,70.7 hrs on record (70.3 hrs at review time),无他，真的是款很牛逼的游戏
【萌了个兔】,Recommended,18.6 hrs on record (4.4 hrs at review time),太难了。
Yellow flash⚡,Recommended,78.1 hrs on record,芸芸众生芸芸命，试问当时可耐何?因果轮回皆自渡，空山明月照心河.
525746447,Recommended,44.2 hrs on record (43.9 hrs at review time),好
1697846093,Recommended,67.4 hrs on record (10.4 hrs at review time),
3481146050,Recommended,77.5 hrs on record (8.5 hrs at review time),简单易上手的类魂
13523312651,Recommended,36.3 hrs on record (15.9 hrs at review time),挺好
411519406,Recommended,96.9 hrs on record (32.8 hrs at review time),游戏不错
小吴不信邪,Not Recommended,11.7 hrs on record (5.7 hrs at review time),垃圾游戏
不见月.,Recommended,87.3 hrs on record (86.3 hrs at review time),无需多言
y2370182398,Recommended,35.3 hrs on record (6.8 hrs at review time),
凌晨,Recommended,50.6 hrs on record (10.2 hrs at review time),NB
天下为公,Recommended,22.9 hrs on record (12.4 hrs at review time),好玩
你要给我介绍JK妹吗,Recommended,41.7 hrs on record (28.6 hrs at review time),g
lrran,Recommended,62.5 hrs on record,国产游戏的光
遥想花开那年,Recommended,215.4 hrs on record (214.6 hrs at review time),还可以这个游戏
396112662,Recommended,76.6 hrs on record (65.4 hrs at review time),nb
1413190551,Recommended,81.0 hrs on record (73.0 hrs at review time),超级好玩
蒲信楠,Recommended,63.5 hrs on record,好玩！爱玩！
小洋硝恩🐏,Recommended,78.2 hrs on record (35.4 hrs at review time),非常非常棒的游戏
619602268,Recommended,89.3 hrs on record,86小时的沉浸体验，期待DLC
三生,Recommended,108.7 hrs on record,牛批
yanyouxingguang,Recommended,49.8 hrs on record (13.8 hrs at review time),太难了
Yu,Recommended,79.1 hrs on record,第一次尝试这种类型的游戏但是，好好玩，上头，对我们这种喜欢传统美学的人来说简直是天堂
kaguya,Recommended,48.7 hrs on record (42.8 hrs at review time),喜欢
1847134650,Recommended,223.4 hrs on record (221.7 hrs at review time),国产
技校的不许上大学,Recommended,68.2 hrs on record,"你说的对，但是I🤪am🤪Astro🤪Bot,As～tro🤪Bot .I🤪am🤪Astro🤪Bot,I🤪am🤪Astro🤪Bot,📀📀📀📀✌️！What did you say your name was！？😨I🤪am🤪Astro🤪Bot,As～tro🤪Bot .I🤪am🤪Astro🤪Bot,I🤪am🤪Astro🤪Bot,📀📀📀SAY WHAT！？🤣Astro🤖Bot🤖.Astro"
dun wu xiao zi,Recommended,63.6 hrs on record,无敌
1308121905,Recommended,74.8 hrs on record (21.6 hrs at review time),制作精良，玩法多样
饱了吗外卖,Recommended,108.5 hrs on record (106.2 hrs at review time),猴子猴子猴子
酷酷的,Recommended,69.3 hrs on record,期待下部神猴
samuellchung,Recommended,166.8 hrs on record (138.9 hrs at review time),很棒的作品。个人觉得前三回剧情相对丰满，后面剧情感觉有点不连贯，或者说节奏比较快，特别是花果山简直没了剧情。全成就达成也是要超过一周目，比较耗费时间，如果从二周目开始，NPC交互有所不同就更好了，我玩了三周目对剧情麻木了又不能不过。不过总得来说，是一部非常炫酷的游戏，不错的战斗打击体验，支持国产单机游戏。
后藤独,Recommended,54.8 hrs on record (3.4 hrs at review time),这游戏的战斗真的很带感
huangw1982,Recommended,98.2 hrs on record (96.9 hrs at review time),国内领先，世界一流的游戏
1467972243,Recommended,29.6 hrs on record (20.5 hrs at review time),1
曹孟德,Recommended,20.6 hrs on record (9.8 hrs at review time),国产游戏之光，而这是开始
末日老6,Recommended,48.1 hrs on record (4.8 hrs at review time),优秀
3049307921,Recommended,141.1 hrs on record (125.6 hrs at review time),豆腐干豆腐干地方的
风尘送君千里,Recommended,34.6 hrs on record (12.2 hrs at review time),好玩
753222401,Recommended,3.9 hrs on record (3.1 hrs at review time),记录一下三个小时打不过幽魂
森森森吃果果,Recommended,37.2 hrs on record (34.1 hrs at review time),虽然略有瑕疵，感谢黑神话圆了我的大圣梦，这个游戏很不错
Scorpio_hz,Recommended,89.8 hrs on record,想起来还没评测，还是评价一下吧，好玩，除了花果山
幽影眠眠猫,Recommended,67.9 hrs on record (66.0 hrs at review time),瑕不掩瑜，战斗爽！
Win13Pro,Recommended,3.7 hrs on record (3.7 hrs at review time),⭐⭐⭐⭐⭐
水头轮子,Recommended,138.8 hrs on record,全成就完成，希望能出个优秀的DLC
尼玛离谱,Recommended,93.3 hrs on record (88.1 hrs at review time),缺点: 1.没有做完——五六章赶工痕迹明显，第五章换皮怪过多，第六章引导稀烂且内容过短，可以看出游科剧情藏得很深，想表达的还有很多。 2.地图与引导——空气墙有些突兀，很多让人认为可以探索的地方却存在空气墙。而有些看起来存在空气墙的地方却是主线的必经之路，我是在土地庙可以购买地图之后才开始游玩，所以相比于首发玩家我的地图体验要好上不少，但是一些地方不看攻略依然不知道该怎么走，尤其盘丝洞，给我干得晕头转向/(ㄒoㄒ)/~~ 3.光线与阴影、建模——英伟达硬光追的阴影很好，但光线完全就是相机的视角，光线充足的地方会过曝，暗的地方一片漆黑，如果使用虚幻5的全局光照就会好得多，而全局光照时阴影加载会出现错误，树叶和草地的阴影会莫名其妙的闪烁，所以只能二选一。然后就是建模，在游玩过程中会出现一些奇怪的低模（尤其石头，并且不是bug，而是真正的低模），即使是在高分辨率下。优点：1.好玩！一口气通关，前四章打得我废寝忘食，我玩过的游戏中给我这种感觉的只有只狼、旷野之息和空洞骑士，而且可以无损利用技能点，变相的七十二变，识破流纯粹的战斗爽，游玩体验我给四个大字——酣畅淋漓 2.用心做的游戏——即使存在赶工的情况，依然让我体验到了满满的诚意，装备的外形设计是下了大功夫的，感受到了游科绝美的美术以及顶级的boss设计（有个别做得比较拉，但是总体非常顶级）以及贼有意思的影神图与艺术感拉满的章节动画，打小黄龙隐隐约约的唢呐和大圣残躯的燃到爆的云宫迅音（刻在基因里的声音！），真真正正的给全世界玩家呈现了一款世界一流水平的中国3A大作。 期待：DLC
Jass,Recommended,80.7 hrs on record,抛开爱国情怀，无疑是一部顶尖的作品。真正的东方美学也叙事呈现
igotsmoke,Recommended,53.1 hrs on record (31.0 hrs at review time),好累啊兄弟们
半缘春夏丶,Recommended,6.9 hrs on record (3.1 hrs at review time),中国人
听不完的CD,Recommended,111.1 hrs on record (110.8 hrs at review time),巨爽好玩！！！！！
Axh1nealmostlaughoutt,Recommended,110.6 hrs on record (98.7 hrs at review time),70%代表着继续努力，起这么高以后要是做不好我会黑化喷你的游科，TAT
温水,Recommended,94.7 hrs on record,玩法很新颖，美术画面表现很惊艳，刚发售连续肝了五天达成隐藏结局，每个boss都有各自的招数、亮点，挑战难度适中，玩法增加了上限，各种各样的boss层出不穷、量大管饱值得推荐
666,Recommended,59.4 hrs on record (58.2 hrs at review time),很完美
15579632731,Recommended,96.2 hrs on record (4.6 hrs at review time),nice
笨蛋 不是这个洞啦,Recommended,24.8 hrs on record (11.6 hrs at review time),超爱玩
179265781,Recommended,93.5 hrs on record (34.1 hrs at review time),剧情非常有意思，画质也非常好，就是太难打了哈哈哈
ZERO,Recommended,48.5 hrs on record (3.9 hrs at review time),打完大头，让我又感受到了人生的激情，天天不是只有加班！已经几个月没玩主机游戏的我，仿佛又燃起了心火！珍惜这一刻吧！
深海大狂鲨,Recommended,121.6 hrs on record (121.5 hrs at review time),剧情丰富、不像魂类那么难
Mick Jagger,Recommended,54.8 hrs on record,不解释，给我飞起来！
白色,Recommended,32.2 hrs on record,6
喝奶,Recommended,142.4 hrs on record (142.1 hrs at review time),3周目完成，4周目开个大圣模式放着了，等dlc
游戏达人,Recommended,27.8 hrs on record (27.5 hrs at review time),这个游戏给我的感觉非常好，无论是画面还是剧情或者玩法都是一级棒。
Zhaiyun,Recommended,45.4 hrs on record (34.1 hrs at review time),值得123456刷的游戏，中国自己的厂商能做出这样的游戏真的很棒！赞！！！！！
sky龙雨,Recommended,272.0 hrs on record (232.5 hrs at review time),中国3A第一个大学生，真的好玩。又能在游戏中看到大圣很感动，希望中国国产游戏前景越来越好。
1034090987,Recommended,79.3 hrs on record (65.4 hrs at review time),还行
LWY,Recommended,85.5 hrs on record (67.2 hrs at review time),支持国产游戏！好玩
wake—loos,Recommended,29.3 hrs on record (12.3 hrs at review time),黑马楼真的好玩
拾陆,Recommended,176.6 hrs on record (175.0 hrs at review time),DLC!!!!!!!!!!!!!!!!!!!
西瓜味的汽水,Recommended,47.5 hrs on record (25.9 hrs at review time),好玩！！！！！
wuxuan180,Recommended,48.8 hrs on record (36.6 hrs at review time),可玩性非常好
慕霜,Recommended,51.9 hrs on record (28.1 hrs at review time),游戏内容很好，难度一般，但是买了豪华版只有一套衣服和音乐，没有葫芦，有点难受，
呜汪汪,Recommended,133.3 hrs on record (133.2 hrs at review time),本该是阴森恐怖的蜘蛛洞，我却感受不到一点害怕，只因为我是拿着棍子的猴子
官官,Recommended,85.1 hrs on record,打斗剧情都算可以，画面无可挑剔，国产3A大作没毛病
GrimCui,Not Recommended,94.0 hrs on record (33.3 hrs at review time),默认配置卡顿黑斑，还需要去学习设置参数，到处空气墙，做国风就做国风，里面很多怪又借鉴了日系欧系，好好的土地爷非要做成奇怪的模样，那么多好看素材篝火庙宇非要做的奇奇怪怪。仁王只狼法环缝合，然后做些高清的贴图就号称无敌了，国吹是真多，玩游戏不是光有画面就可以。打完寅虎卡的要死，真是垃圾优化！
张嘉欣,Recommended,63.3 hrs on record (58.5 hrs at review time),好玩
Miky,Recommended,53.0 hrs on record,谢谢游科让我当了一次孙悟空，接下来我想当齐天大圣
1350718158,Recommended,54.7 hrs on record (6.1 hrs at review time),好玩
冬子,Recommended,59.6 hrs on record (59.3 hrs at review time),爽
kasisama,Recommended,62.2 hrs on record (39.9 hrs at review time),没什么大的槽点，各个细节都比较到位。
以寻_,Recommended,60.6 hrs on record,游戏里的齐天大圣，现实里的纯种马喽！
dnamomo,Recommended,79.0 hrs on record,一个字就是冲！豪华版走你
埋糖丁真,Recommended,26.9 hrs on record (15.0 hrs at review time),"如果是第一次接受魂类游戏的话，我很推荐因为等级升级系统和技能能打过大多数boss,并且经验不会像只狼一样掉，可以无限升级来帮助你去打boss。并且许多笔记本电脑都自带的游戏中心有修改器。优点：技能的搭配和精魂，武器大大增加了游戏的可玩性。土地庙的指引做的不错，每张图的地图很大并且有特性。缺点：导引做的差，虽然这种游戏导引都很差{怪猎世界，只狼}但是制作组已经想到了土地庙的指引，为什么不直接把指引加进去，直接指引玩家主线{像鬼泣5那样}可能是想给玩家探索性，但是地图太大的话没指引玩得难受。然后土地庙的数量太少，导致跑图时间大大增加，小怪的仇恨机制太长，浪费了大量时间。但是不可否认的这确实是一部精良的作品值得游玩。"
wtf,Recommended,32.3 hrs on record (10.3 hrs at review time),深刻的体现中国文化的博大精深，游戏内容非常丰富，细节也很多
头发丝丝乱我心,Recommended,72.6 hrs on record (72.3 hrs at review time),精彩
小小的普信男,Recommended,77.5 hrs on record (58.2 hrs at review time),AS
9a770ecc,Recommended,129.9 hrs on record (108.0 hrs at review time),9999999999999999999999
康辉,Recommended,63.6 hrs on record (4.7 hrs at review time),666
LeonJAKBYH,Recommended,27.6 hrs on record (22.8 hrs at review time),很好
真就一枪吗？,Recommended,34.7 hrs on record (25.3 hrs at review time),一个字 绝
strossoneri,Recommended,162.0 hrs on record (128.2 hrs at review time),碧水金睛兽我也是一遍过的人了
唐江斯内克,Recommended,15.6 hrs on record (6.5 hrs at review time),好玩
千夏,Recommended,29.6 hrs on record (10.9 hrs at review time),好玩值得
Yoki,Recommended,133.4 hrs on record (6.8 hrs at review time),一年后才入坑黑猴，之前玩的老头环，不得不说确实称得上3A
缪徽,Recommended,44.2 hrs on record (28.2 hrs at review time),非常好
senlin,Not Recommended,64.3 hrs on record (63.7 hrs at review time),优化差，真的很差玩过的游戏里最差的，吞指令严重，战斗手感也很怪BOOS快慢刀泛滥识破手感稀碎很多时候按不出来战斗系统没打磨好，不过还是感谢猴哥打破国产单机的重重妖雾
9944686,Recommended,126.6 hrs on record (102.3 hrs at review time),游戏非常好，剧情有深度，功夫有亮点，画面有创意，体现游戏科学的用心用情。
1368609259,Recommended,172.3 hrs on record (156.5 hrs at review time),全成就
心底,Recommended,50.7 hrs on record,毋庸置疑
末影龙,Recommended,167.2 hrs on record (163.7 hrs at review time),无敌
KUROTO,Recommended,36.7 hrs on record (11.7 hrs at review time),超棒的国产三A！
chen_snake,Recommended,64.5 hrs on record (14.2 hrs at review time),果然是国产里程碑！！！
a190748116,Recommended,25.2 hrs on record (22.2 hrs at review time),top
3364158352,Recommended,11.0 hrs on record (6.9 hrs at review time),HAOWAN
一陌笙,Recommended,33.4 hrs on record (11.6 hrs at review time),.
陈小峰,Recommended,93.8 hrs on record (93.6 hrs at review time),玩吧 一万一个爽
寂寞花酥雨,Recommended,85.1 hrs on record (83.8 hrs at review time),NBNBNBNNBNBNBNNBNBNNBNBNNBNBNNBNBN
w16264960881,Recommended,11.8 hrs on record (3.0 hrs at review time),老是崩溃
1700963827,Not Recommended,46.2 hrs on record (42.2 hrs at review time),卧室撒币
498495616,Recommended,65.6 hrs on record (17.9 hrs at review time),游戏才打到大老鼠，之前买的5060显卡，不兼容，经常闪退，现在换了3080稳定多了，游戏也在适应节奏中，整体来说就是一直打boss，没有看视频那么有趣，但是以国产单机的标准来看，已经非常不错了。
空条承太郎,Recommended,76.6 hrs on record,666
TYT,Recommended,90.1 hrs on record (52.9 hrs at review time),1
772741660,Recommended,193.2 hrs on record (146.1 hrs at review time),前面玩过挺好的。后面各种数据改动，一周目难度大了很多。这游戏本来就难，还改。。我让我朋友买来挨打么。我自己玩没问题。但是其他的玩家呢，看见这游戏图标就跑了
fushikiri,Recommended,80.3 hrs on record,这游戏是我2024年心中的goat
122130762,Recommended,168.2 hrs on record (109.1 hrs at review time),NB
Louis,Recommended,50.5 hrs on record (19.2 hrs at review time),1111
墨染,Recommended,96.0 hrs on record,非常好玩，非常推荐，这是我玩的第一款3A游戏，期待后续佳作，祝愿制作团队更上一层楼。
1192352150,Recommended,57.8 hrs on record (53.8 hrs at review time),因为我很菜，所以我认为它好
深情男孩,Recommended,82.9 hrs on record (64.5 hrs at review time),作为中国第一款3A大作已经非常的可以了
兔,Recommended,125.7 hrs on record (124.8 hrs at review time),希望尽快可以出DLC！弥补在主线及支线任务里一些关键人物的遗憾！
火云邪神,Recommended,97.6 hrs on record (37.5 hrs at review time),太好玩了
yxgb,Recommended,145.8 hrs on record (53.3 hrs at review time),"很好的游戏,但是缺乏难度调节机制.实在打不过的只能靠刷经验升级才行但是已经是村里唯一的大学生了"
2394116422,Recommended,131.0 hrs on record (14.9 hrs at review time),画质非常不错
RF,Recommended,51.9 hrs on record (49.6 hrs at review time),666
18177607384,Recommended,14.3 hrs on record (14.1 hrs at review time),好.......................
枫叶,Recommended,113.1 hrs on record (111.8 hrs at review time),fchq
简,Recommended,204.4 hrs on record (203.5 hrs at review time),第一次发评论朋友们，如果你第一次接触类魂类游戏就是黑神话悟空，那么你将受到限制，你不会知道死亡惩罚机制，并且游戏软化了防反机制，什么意思?弹反机制是为了鼓励玩家练习身法的保底，不熟练，小兵都是boss，熟练，游戏体验怎能一个爽字了得？游科很照顾没有接触类魂游戏的玩家，在游戏中，你随便乱来，大圣不会怪你，只是把你送回去，将防反机制分开，开始偶尔打出防反（识破）我靠，怎么可以这样帅，到后来禁字诀一开（不靠任何法术和化身）依靠识破在boss战中毫无压力，这就是大圣给你的保护，但是离开了大圣，没有了熟悉的识破机制，变成盾反机制，是非常不习惯的，还有蓄力冲击，习惯之后，哈哈哈，如果你意志坚定，那么类魂游戏就是（一台电脑几包烟，无数死字看一天），更是（明知道不敌仍旧死战，这是名为热血的愚蠢）有多少人练习盾反机制那个死字太红了，简单一句话，大圣死了还在想着咱们，让类魂游戏强制变得简单一下，还在照顾着马楼，为什么不玩，但是你只要习惯了大圣的关心，再接触别的类魂游戏，别哭着找大圣就行，因为之狼让我从新练习防反，杀了一心，爽点不一样，回来看看，还是大圣的酒好喝呀
wenlishan9527,Recommended,61.7 hrs on record (60.0 hrs at review time),就是喜欢
GAYUZ,Recommended,56.8 hrs on record,豪丸
Etern9ty,Recommended,99.1 hrs on record (12.4 hrs at review time),治好了我的电子羊尾
你懂苏烈吗？,Recommended,78.0 hrs on record (72.0 hrs at review time),好玩
z2822365061,Recommended,56.7 hrs on record (16.5 hrs at review time),非常的不错
是南不是难,Recommended,75.5 hrs on record (6.9 hrs at review time),好玩
光,Recommended,69.4 hrs on record (67.2 hrs at review time),很喜欢 难度适中
薇尔莉特02,Recommended,49.6 hrs on record (11.9 hrs at review time),/l.
小芭内的蛇,Recommended,47.5 hrs on record (11.6 hrs at review time),牛博弈
享受人生,Recommended,106.9 hrs on record (105.5 hrs at review time),好玩到爆！
xiechaoy,Recommended,377.2 hrs on record (299.1 hrs at review time),好玩 有意思
2710479547,Recommended,33.1 hrs on record (3.8 hrs at review time),还是有点抖m属性在的，不m玩不下去，剧情看到1-4章节就好了，5-6就是一坨。毕竟还是国产第一次大规模成功的游戏，还是比较建议入手的。
jius,Recommended,177.0 hrs on record (38.3 hrs at review time),首先中国神话故事西游戏的再改编，剧情就十分吸引年轻玩家，其次动作设计和装备体系等都很赞，最重要的是画面太没了 而且都是中国真实地方和场景！！！非常美
Victor hugo,Recommended,46.2 hrs on record,做的超级精美，尤其是音乐和剧情太喜欢了
2760542118,Recommended,85.0 hrs on record (48.9 hrs at review time),打小黄龙就用禁字法旁边蓄力劈棍就好啦
DogGod,Recommended,102.1 hrs on record,什么？哪吒没看二十遍，黑猴没通关10周目，你还敢说你是拆腻子？
重生之我是最强兵王,Recommended,61.9 hrs on record,赞
猪肠碌,Recommended,15.7 hrs on record (14.4 hrs at review time),666
啦啦啦啦啦,Recommended,72.9 hrs on record (16.5 hrs at review time),空气墙太多，现在优化很不错，7700xt开个很好的画质能干230fps，一点不卡，就是空气墙也太多了，还有就是键盘玩能不能出个一键跑步，手柄一直按L3也累
2026310389,Not Recommended,4.2 hrs on record,花了200多买的，本想着因为国产第一个3A想支持一下。但是黑神话悟空玩下来发现这游戏是我玩过最啥比的3A游戏，不能调难度，你们去网上搜搜，看看大家的boss通关次数和时长，网上有的人一个boss打两三天过不去的现象很多。归根到底游戏乃至于游戏工作室的成长和发展是循序渐进而不是一蹴而就的。游科在3A领域属于第一次尝试，游科的缺陷和短见太过于明显。如果你不是打算追求和挑战电竞极致，千万千万不要花钱买这游戏。
不服拽子不行,Recommended,53.3 hrs on record,我心目中这就是2024年的最强游戏，各个方面都是无与伦比的存在！
gg107267,Recommended,15.3 hrs on record (6.1 hrs at review time),好
方木,Recommended,28.0 hrs on record (13.2 hrs at review time),very good game
2235983944,Recommended,108.5 hrs on record (107.3 hrs at review time),耗丸
3123443946,Recommended,75.7 hrs on record (73.2 hrs at review time),非常好玩
fzdaihb,Recommended,715.5 hrs on record (614.8 hrs at review time),极佳的战斗体验
freedomone00,Recommended,119.4 hrs on record,啥时候上dlc，等不及了
SE7EN,Not Recommended,134.4 hrs on record (126.7 hrs at review time),不好玩
jinqiu7,Recommended,205.7 hrs on record (199.6 hrs at review time),终于全收集了，一次三周目，一次四周目，几乎完美的游戏，从一开始的一个BOSS打几个小时，到现在一到两次就打过，我获得了极大的成就感，像是我在学习一样技能并且进步了，这是我在这款游戏中获得最珍贵的快乐，每次闪身、识破，都让我爽到不行，我仿佛置身于真实的西游世界参与战斗，我与天命人心念合一。唯一让我感觉不好的是有的成就收集居然是概率的形式，这真的很消耗耐心和兴趣。不过对舔图玩家来说，发现隐藏关卡和宝藏，很有成就感。期待DLG，谢谢游戏科学！
何尝不可求,Recommended,51.2 hrs on record (32.1 hrs at review time),笑死打boss 半小时 其中二十分钟在跑路传送点设计失败至极，就算其它再好时间久了完全是折磨玩家，就不能在boss附近放个符？我看有的boss就有 耐心被抹没了
终将沉没于海,Recommended,73.7 hrs on record (25.6 hrs at review time),国产nb
Als,Recommended,74.5 hrs on record (63.0 hrs at review time),小黄龙过不去啊啊啊
变成贡品守护坟头,Recommended,27.4 hrs on record,悟空刚上线之初，较弱的路线指引以及较高的游戏难度让一些人诟病，但是仍然挡不住它独特的游戏魅力，游戏整体画风优美，音乐满分，尽管有些小缺点，也可以忽略不计
Ambrogio,Recommended,72.8 hrs on record (9.0 hrs at review time),吊
CSXC,Not Recommended,23.2 hrs on record,。
Mikasa,Recommended,15.4 hrs on record,好玩，爱玩
亮亮大亮亮,Recommended,35.7 hrs on record (5.9 hrs at review time),之前出了个车祸，游戏机在后备箱被撞裂了，为了再玩黑悟空特地去买了新电脑。。。
jixue113,Recommended,30.2 hrs on record,第一次通关动作游戏
星辰陨落,Recommended,34.1 hrs on record (32.7 hrs at review time),战斗! 爽!
酸牛奶滴丶,Recommended,79.8 hrs on record (9.9 hrs at review time),无敌好玩
Kuro134254,Recommended,63.3 hrs on record (59.6 hrs at review time),无需多言
黑白,Recommended,109.3 hrs on record (80.7 hrs at review time),豪碗
顽强小蟑螂,Recommended,26.8 hrs on record (4.4 hrs at review time),nb
杰老,Recommended,115.8 hrs on record (12.8 hrs at review time),可玩性很强！技术型游戏！
13075305220,Recommended,102.3 hrs on record (51.9 hrs at review time),CHINA NO.1
2116833545,Recommended,40.7 hrs on record (15.5 hrs at review time),H好玩爱玩
SKR,Recommended,67.3 hrs on record (63.0 hrs at review time),画质，玩法，美术。顶！
635712465,Recommended,88.9 hrs on record (76.9 hrs at review time),故事情节很喜欢
2682519722,Recommended,49.0 hrs on record (39.3 hrs at review time),经典
Rossoneri,Recommended,103.7 hrs on record (97.8 hrs at review time),牛B
liiiiiiiiiiikkk,Recommended,15.5 hrs on record (15.1 hrs at review time),good
听风说,Recommended,135.3 hrs on record (128.2 hrs at review time),66
1N/M,Recommended,32.6 hrs on record,房间探索太少
重案组之虎,Recommended,78.2 hrs on record,PS5和steam都买了，steam首篇游戏评测写给你，黑马楼。
3587477818,Recommended,166.5 hrs on record,好玩，对新手很友好
wkk,Recommended,127.4 hrs on record (68.7 hrs at review time),好玩爱玩
2641850896,Recommended,225.9 hrs on record (200.7 hrs at review time),6
